"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Decentralized Stock Exchange Implementation using Ethereum","S. Sridhar; S. Mootha; S. Subramanian","Department of Computer Science and Engineering, College of Engineering Guindy, Anna University, Chennai, India; Department of Computer Science and Engineering, College of Engineering Guindy, Anna University, Chennai, India; Department of Computer Science and Engineering, College of Engineering Guindy, Anna University, Chennai, India",2020 International Seminar on Intelligent Technology and Its Applications (ISITIA),"11 Aug 2020","2020","","","234","241","Traditional stock exchange systems are centralized and have high transaction fees, third party brokerage and less secure environment vulnerable to attacks. Blockchain decentralizes the exchange and creates a fair trading environment for every individual. This paper aims to implement a decentralized stock exchange based on blockchain. The proposed system aims to bring down the transaction costs and reduce the time taken to settle orders and eliminate the need of third parties for executing trades. Three different contracts one for buyer, seller and exchange are used to separate stock exchange functionality and optimize transaction costs. The system is implemented using Ethereum. The system is evaluated for scalability of number of transactions and scalability of number of nodes using sampled trading data from NASDAQ. Transaction fees for the miner at 16.5 Gwei is 99.98% lesser than the brokerage fees of traditional traders for the same transactions. Experimental results of the proposed method show that it is possible to eliminate third party brokerages, reduce transaction fees to almost 0 and create a peer-to-peer trading environment that does not require a central exchange.","","978-1-7281-7413-6","10.1109/ISITIA49792.2020.9163706","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163706","blockchain;smart contract;distributed ledgers;stock-market","Seminars;Costs;Scalability;Smart contracts;Prototypes;Blockchains;Peer-to-peer computing;Security;Stock markets;Wireless fidelity","","6","","35","IEEE","11 Aug 2020","22-23 July 2020","22-23 July 2020","IEEE","IEEE Conferences"
"Towards Privacy-assured and Lightweight On-chain Auditing of Decentralized Storage","Y. Du; H. Duan; A. Zhou; C. Wang; M. H. Au; Q. Wang","City University of Hong Kong, Hong Kong; City University of Hong Kong, Hong Kong; City University of Hong Kong, Hong Kong; City University of Hong Kong, Hong Kong; The University of Hong Kong, Hong Kong; Wuhan University, China",2020 IEEE 40th International Conference on Distributed Computing Systems (ICDCS),"23 Feb 2021","2020","","","201","211","How to audit outsourced data in centralized storage like cloud is well-studied, but it is largely under-explored for the rising decentralized storage network (DSN) that bodes well for a billion-dollar market. To realize DSN as a usable service in a fully decentralized manner, the blockchain comes in handy - to record and verify audit trails in forms of proof of storage, and based on that, to enforce fair payments with necessary dispute resolution. Leaving the audit trails on the blockchain offers transparency and fairness, yet it 1) sacrifices privacy, as they may leak information about the data under audit, and 2) overwhelms onchain resources, as they may be practically large in size and expensive to verify. Prior auditing designs in centralized settings are not directly applicable here. A handful of proposals targeting DSN cannot satisfactorily address these issues either. We present an auditing solution that addresses on-chain privacy and efficiency, from a synergy of homomorphic linear authenticators with polynomial commitments for succinct proofs, and the sigma protocol for provable privacy. The solution results in, per audit, 288-byte proof written to the blockchain, and constant verification cost. It can sustain long-term operation and easily scale to thousands of users on Ethereum.","2575-8411","978-1-7281-7002-2","10.1109/ICDCS47774.2020.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9355771","Decentralized Storage;Public Auditability;Blockchain enabled Auditing;Smart Contract;Lightweight Verification;Zero Knowledge","Privacy;Data privacy;Protocols;Blockchain;Proposals;Distributed computing;Pragmatics","","26","","59","IEEE","23 Feb 2021","29 Nov.-1 Dec. 2020","29 Nov.-1 Dec. 2020","IEEE","IEEE Conferences"
"A Blockchain System for E-Learning Assessment and Certification","C. Li; J. Guo; G. Zhang; Y. Wang; Y. Sun; R. Bie","College of Information and Technology, Beijing Normal University, Beijing, China; College of Information and Technology, Beijing Normal University, Beijing, China; College of Information and Technology, Beijing Normal University, Beijing, China; College of Information and Technology, Beijing Normal University, Beijing, China; International Institute of Big Data in Finance at Business School, Beijing Normal University, Beijing, China; College of Information and Technology, Beijing Normal University, Beijing, China",2019 IEEE International Conference on Smart Internet of Things (SmartIoT),"14 Nov 2019","2019","","","212","219","Nowadays, the applications of blockchain technology spring up rapidly, providing opportunities for solving the weaknesses in online education field, such as the complexity of e-learning assessment, the lack of a unified e-learning assessment standard and the insecurity of digital education certificates. In this paper, we propose a blockchain system for e-learning assessment and certification, which includes an entirely new network structure on the basis of the combination of the public and private blockchains, as well as four specific smart contract schemes for the realization of the e-learning assessment and credit exchange, the digital certificate issuance and secure storage, the digital certificate verification and the e-learning voucher allocation, respectively. The proposed system has been demonstrated as a promising candidate solution to establish a fairer, healthier and more open e-learning and online education environment.","","978-1-7281-3488-8","10.1109/SmartIoT.2019.00040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8896504","blockchain, online education, smart contract, e-learning assessment, education certification","Blockchain;Electronic learning;Certification;Smart contracts;Standards;Security","","39","","29","IEEE","14 Nov 2019","9-11 Aug. 2019","9-11 Aug. 2019","IEEE","IEEE Conferences"
"Blockchain - Bringing Accountability in the Public Distribution System","A. N. Shwetha; C. P. Prabodh","Dept. of Computer Science and Engineering, Siddaganga Institute of Technology, Tumakuru, India; Dept. of Computer Science and Engineering, Siddaganga Institute of Technology, Tumakuru, India","2019 4th International Conference on Recent Trends on Electronics, Information, Communication & Technology (RTEICT)","2 Mar 2020","2019","","","330","335","The Central and State governments of India uses the Public Distribution System(PDS) to distribute food grains to the citizen of India at subsidized rates to ensure food security. The system is prone to losses of food grains because of prevalent corruption among the officials serving the system and also due to physical losses during storage and transport. Blockchains have become a commonly used audit trail verification utility because of its inherent nature, that it is a distributed ledger for recording transactions. This makes it a key candidate to replace the current centralized system that exists for the tracking of commodities being distributed by the PDS. Like any centralized system the current centralized system can be sabotaged by the people in administration, as it relies heavily on trust on the central authority. In this paper we propose an intelligent scheme for tracking the commodities in PDS using IoT based sensors that monitor the arrival and dispatch of commodities and generate corresponding transactions. These transactions should be stored permanently to keep track of the commodities for which a decentralized Blockchain based system is used that continuously logs every valid transaction. As the amount of transactions increase so does the data to be stored on the blockchain, hence we propose a hierarchical blockchain approach where in transaction summaries of a local blockchain are recorded as transactions in a higher level blockchain after which the local blockchains can start afresh recording newer transactions only. This approach results in reduction in the amount of data to be stored on the blockchain. At the same time one can find aggregate information at a higher level which can be used to determine the supply demand ratio. Anyone can verify the current availability of the food grains throughout the distribution network of the PDS and track the commodities right from the network of warehouses to the end point sales-the fair price shops where the food grains are delivered to the consumers. These transactions can be audited at any time as all transactions are recorded in the Blockchain which can prevent any misuse or corruption.","","978-1-7281-0630-4","10.1109/RTEICT46194.2019.9016903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9016903","Blockchain;Public Distribution System;Distributed ledger;IoT","Sensors;Supply chain management;Government;Food products;Monitoring;Mathematical model","","7","","15","IEEE","2 Mar 2020","17-18 May 2019","17-18 May 2019","IEEE","IEEE Conferences"
"Comparative Study Indian Electoral Reforms in Indian Context","J. Solanki; D. Meva","L. D Arts College, Gujarat University, Ahmadabad; Marwadi University, Rajkot, India",2019 International Conference on Issues and Challenges in Intelligent Computing Techniques (ICICT),"3 Feb 2020","2019","1","","1","6","The world’s largest democracy has adopted electoral reforms in Assembly as well as Parliamentary elections. Electronic Voting Machine (EVM) has replaced the paper ballot system. However, there are serious concerns being raised with regards to the credibility and reliability of the EVM’s. This resulted in Voter Verified Paper Audit Trail (VVPAT) being attached to the EVM, which was found to be unverifiable and non-auditable. The primary focus of this paper is to provide a comparison between Ballot Paper Voting System and EVM highlighting the various challenges of the existing electoral system. This paper provides an insight into Block chain technology, its impact and revolution it can bring in the field of Electoral reforms in India. The comparison parameters like Time, Cost, Transparency, Risk factor, Verification/Auditing process, Authentication etc. are considered for evaluation of the different methodology discussed.","","978-1-7281-1772-0","10.1109/ICICT46931.2019.8977657","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8977657","Ballot paper;BlockChain technology;Electoral System;Voter verified Paper Audit Trail (VVPAT);Electronic Voting Machine (EVM);Verification;Auditing;Authentication","Costs;Authentication;Blockchains;Reliability;Electronic voting;Assembly","","2","","20","IEEE","3 Feb 2020","27-28 Sept. 2019","27-28 Sept. 2019","IEEE","IEEE Conferences"
"BanFEL: A Blockchain Based Smart Contract for Fair and Efficient Lottery Scheme","J. Li; Z. Zhang; M. Li","Beijing Engineering Research Center of Massive Language Information, Beijing Institute of Technology, Beijing, China; Beijing Engineering Research Center of Massive Language Information, Beijing Institute of Technology, Beijing, China; Key Laboratory of Knowledge Engineering with Big Data (Hefei University of Technology), Hefei University of Technology, Anhui, China",2019 IEEE Conference on Dependable and Secure Computing (DSC),"23 Dec 2019","2019","","","1","8","Lottery is a game with many people's dreams. But corruptions of lottery centers make the lottery unfair. To address this unfair issue, fair lottery schemes have been studied for several years. In these schemes, delay functions or aggregation protocols can be used to generate the winning numbers fairly. However, to the best of our knowledge, none of the existing schemes can achieve the winning number generated randomly, while the randomness can be verified fairly. In this article, we first propose a [B]lockchain based sm[a]rt co[n]tract for [F]air and [E]fficient [L]ottery (BanFEL) scheme. We further present a winning number random generation smart contract, by which players submit the purchased numbers and the non-tampering property is protected. Security analysis and experiments show that the fairness of BanFEL is protected better than the existing works. Meanwhile, the verification cost of this scheme are at least 0.03s lower than the traditional Grumbach's scheme between 1000 and 10000 players.","","978-1-7281-2319-6","10.1109/DSC47296.2019.8937559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8937559","blockchain;fair lotteries;publicly verifiable lotteries","Blockchain;Smart contracts;Security;Mathematical model;Privacy;Information processing","","11","","19","IEEE","23 Dec 2019","18-20 Nov. 2019","18-20 Nov. 2019","IEEE","IEEE Conferences"
"FVP-EOC: Fair, Verifiable, and Privacy-Preserving Edge Outsourcing Computing in 5G-Enabled IIoT","T. Li; Y. Tian; J. Xiong; M. Z. A. Bhuiyan","State Key Laboratory of Public Big Data, College of Computer Science and Technology, Guizhou University, Guiyang, China; State Key Laboratory of Public Big Data, College of Computer Science and Technology, Guizhou University, Guiyang, China; Fujian Provincial Key Laboratory of Network Security and Cryptology, College of Computer and Cyber Security, Fujian Normal University, Fuzhou, China; Department of Computer and Information Sciences, Fordham University, Bronx, NY, USA",IEEE Transactions on Industrial Informatics,"9 Nov 2022","2023","19","1","940","950","The 5G-enabled Industrial Internet of Things tilts the data processing model from the cloud to the edge. Users are more inclined to get feedback and data analysis of outsourcing computing results timely from the edge. However, the existing solutions undermine the fairness of multitask outsourcing in edge environment and cannot guarantee the correctness of results. To tackle these challenges, in this article, we propose a fair, verifiable, and privacy-preserving edge outsourcing computing scheme based on blockchain (FVP-EOC). Initially, we propose a task bidding method in the same round of task outsourcing, which improves the utilization of resources and the fairness of the FVP-EOC by dividing tasks into blocks. Furthermore, we design a result verification algorithm and a consensus algorithm to ensure the correctness of the results without a trusted third party. Finally, theoretical analysis and ample simulations indicate that the FVP-EOC is secure and verifiable and ensure the benefits of all the participants in edge outsourcing computing.","1941-0050","","10.1109/TII.2022.3179531","National Key Research and Development Program of China(grant numbers:2021YFB3101100); Key Program of the National Natural Science Union Foundation of China(grant numbers:U1836205,U1905211); National Natural Science Foundation of China(grant numbers:61872088); Project of High-level Innovative Talents of Guizhou Province(grant numbers:6008); Science and Technology Program of Guiyang(grant numbers:[2021]1-5); Science and Technology Program of Guizhou Province(grant numbers:[2020]5017,[2022]065); Guangxi Key Laboratory of Cryptography and Information Security(grant numbers:GCIS202105); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9789454","Blockchain;edge;fairness;Industrial Internet of Things (IIoT);outsourcing computing","Outsourcing;Task analysis;Blockchains;Calculators;Security;Industrial Internet of Things;Computational modeling","","22","","41","IEEE","6 Jun 2022","Jan. 2023","","IEEE","IEEE Journals"
"Multi-Keyword Certificateless Searchable Public Key Authenticated Encryption Scheme Based on Blockchain","X. Yang; G. Chen; M. Wang; T. Li; C. Wang","College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China; College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China; College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China; College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China; College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China",IEEE Access,"10 Sep 2020","2020","8","","158765","158777","As a quite attractive secure search mechanism in cloud environments, searchable encryption allows encrypted files to be searched by keyword and does not reveal any information about original data files. However, most existing searchable encryption schemes only support single keyword ciphertext retrieval, and they cannot resist against inside keyword guessing attacks. Besides, the previous schemes rarely focus on integrity verification and fair transactions without any third party. Focusing on these problems, we propose a multi-keyword certificateless searchable public key authenticated encryption scheme based on blockchain. We use certificateless cryptosystem to encrypt keywords, which avoids the problems of certificate management in traditional cryptosystem and key escrow in identity-based cryptosystem. Our scheme also supports multi-keyword search, which locates encrypted files precisely and returns the desired files. Moreover, we upload the real encrypted files to the cloud server, while the encrypted indexes are put in blockchain, which ensures the anti-tampering, integrity and traceability of the encrypted indexes. The anti-tampering of blockchain also ensures that users can receive accurate search results without any third party verification. Furthermore, we utilize smart contract to track monetary rewards, which enables fair transactions between data owners and users without any trusted third party. We prove that the proposed scheme is secure against inside keyword guessing attacks in the random oracle model. Finally, our performance evaluation shows that the proposed scheme has higher computational performance than other related schemes.","2169-3536","","10.1109/ACCESS.2020.3020841","National Natural Science Foundation of China(grant numbers:61662069,61562077); China Postdoctoral Science Foundation(grant numbers:2017M610817); Science and Technology Project of Lanzhou City of China(grant numbers:2013-4-22); Foundation for Excellent Young Teachers by Northwest Normal University(grant numbers:NWNU-LKQN-14-7); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9183912","Authenticated encryption;blockchain;certificateless cryptosystem;multi-keyword;searchable encryption","Blockchain;Servers;Encryption;Cloud computing;Smart contracts;Indexes","","40","","50","CCBY","1 Sep 2020","2020","","IEEE","IEEE Journals"
"ValidatorRep: Blockchain-based Trust Management for Ensuring Accountability in Crowdsourcing","R. Lai; G. Zhao","South China Normal University, Guangzhou, China; South China Normal University, Guangzhou, China","2022 IEEE 46th Annual Computers, Software, and Applications Conference (COMPSAC)","10 Aug 2022","2022","","","716","725","Crowdsourcing as a computing paradigm, has been widely used in industries and services. Accountability in crowdsourcing services enables participants to work honestly and improves the quality of services. The realization of accountability requires trusted evidence, multiparty verification, and fair reward or punishment. Blockchain technology, which is inherently tamper-resistant, traceable, and decentralized, puts forward a direction for realizing the requirements. However, in the process of data management and decentralized verification, it is hard to achieve a better trade-off between efficiency and security. This paper proposes a blockchain-based verification scheme integrated by trust management, ‘validatorRep’, that is suitable to enhance accountability in the crowdsourcing system. In detail, a decoupled blockchain model is proposed for the differentiated storage of business transactions and log transactions during data interaction. Additionally, a fine-grained trust model is proposed, including both the rep-utation of participants and the trust relationship between participants. Based on fine-grained trust, the decentralized verification scheme is designed to guarantee secure data access, trusted verification, and fair reward or punishment. Finally, the proposed framework is deployed on the Ethereum platform to observe its effectiveness and overall performance. Simulation results also reveal that the proposed fine-grained trust model can provide efficient accountability for crowdsourcing.","0730-3157","978-1-6654-8810-5","10.1109/COMPSAC54236.2022.00121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9842709","Accountability;Crowdsourcing;Blockchain;Trust management;Verification","Crowdsourcing;Industries;Simulation;Quality of service;Throughput;Data models;Software","","4","","27","IEEE","10 Aug 2022","27 June-1 July 2022","27 June-1 July 2022","IEEE","IEEE Conferences"
"Securing SDN-Controlled IoT Networks Through Edge Blockchain","J. Hu; M. Reed; N. Thomos; M. F. AI-Naday; K. Yang","School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K.; School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K.; School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K.; School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K.; School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K.",IEEE Internet of Things Journal,"5 Feb 2021","2021","8","4","2102","2115","The Internet of Things (IoT) connected by software-defined networking (SDN) promises to bring great benefits to cyber-physical systems. However, the increased attack surface offered by the growing number of connected vulnerable devices and separation of SDN control and data planes could overturn the huge benefits of such a system. This article addresses the vulnerability of the trust relationship between the control and data planes. To meet this aim, we propose an edge computing-based Blockchain as a Service (BaaS), enabled by an external BaaS provider. The proposed solution provides verification of inserted flows through an efficient, edge-distributed, blockchain solution. We study two scenarios for the blockchain reward purpose: 1) information symmetry, in which the SDN operator has direct knowledge of the real effort spent by the BaaS provider and 2) information asymmetry, in which the BaaS provider controls the exposure of information regarding spent effort. The latter yields the so-called “moral hazard,” where the BaaS may claim higher than actual effort. We develop a novel mathematical model of the edge BaaS solution and propose an innovative algorithm of a fair reward scheme based on game theory that takes into account moral hazard. We evaluate the viability of our solution through analytical simulations. The results demonstrate the ability of the proposed algorithm to maximize the joint profits of the BaaS and SDN operator, i.e., maximizing the social welfare.","2327-4662","","10.1109/JIOT.2020.3017354","Project SerIoT; European Union’s Horizon 2020 Research and Innovation Programme(grant numbers:780139); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9170542","Blockchain;flow verification and validation;reward scheme;software-defined networking (SDN)","Blockchain;Security;Internet of Things;Edge computing;Computer architecture;Task analysis;Cloud computing","","39","","43","CCBY","18 Aug 2020","15 Feb.15, 2021","","IEEE","IEEE Journals"
"Token Economy: A New Form Economy with Decentralized Mutual Trust and Collective Governance","H. Zhao; W. Cui; S. Li; R. Xu","College of Finance, Qilu University of Technology (Shandong Academy of Sciences), Ji’nan, China; Information Center of Ministry of Science and Technology, Bei Jing, China; School of Business, Shandong Normal University, Ji’nan, China; College of Finance, Qilu University of Technology (Shandong Academy of Sciences), Ji’nan, China",2019 IEEE 14th International Symposium on Autonomous Decentralized System (ISADS),"4 Aug 2020","2019","","","1","7","The token economy is a form of decentralized digital economy with the support of blockchain. In the token economy, the responsibility, rights and interests in the real economy can be solidified on the blockchain to form true digital commitments with consensus, tamper-resistance, traceability and verification. These commitments can not only enhance the mutual trust between economic entities, but also realize the isomorphism of real economic activities and digital economic activities. Furthermore, they are conducive to improving the protection of property rights, strengthening the market’s allocation of resources, realizing the fair distribution of benefits, strengthening the government’s penetrating supervision, and creating a mutually beneficial business environment. Therefore, the token economy is expected to become a new form of digital economy with mutual trust and collective governance. To better illustrate the token economy, this paper introduces the concepts of blockchain, token and token economy, presents the reason why token economy could create a new form of digital economy with mutual trust and collective governance, and finally advances some suggestions on how to develop the token economy.","2640-7485","978-1-7281-1672-3","10.1109/ISADS45777.2019.9155592","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155592","digital economy;token economy;mutual trust and collective governance;blockchain","Economics;Collaboration;Organizations;Production;Internet","","5","","16","IEEE","4 Aug 2020","8-10 April 2019","8-10 April 2019","IEEE","IEEE Conferences"
"Backdoor-Resistant Public Data Integrity Verification Scheme Based on Smart Contracts","S. Li; C. Xu; Y. Zhang; Y. Du; A. Yang; X. Wen; K. Chen","School of Information and Safety Engineering, Zhongnan University of Economics and Law, Wuhan, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; College of Cyber Security, Jinan University, Guangzhou, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Mathematics, Hangzhou Normal University, Hangzhou, China",IEEE Internet of Things Journal,"7 Aug 2023","2023","10","16","14269","14284","This article analyzes existing smart contract-based public data integrity verification schemes and identifies certain weaknesses. First, the fair arbitration mechanism deployed in these schemes fails to meet the users’ requirements as it may not promptly notify users of data corruption or loss. Second, to ensure outsourced data confidentiality, existing data integrity schemes use a conventional encrypted method, where each user randomly selects a key to encrypt the outsourced data. Such a method results in varying ciphertexts for the same data by different users, leading to additional storage costs for the cloud server. Third, users’ devices, if poorly designed or even intentionally backdoored, can potentially exfiltrate secrets and compromise the security of schemes. To address these issues, we propose the first backdoor-resistant public data integrity verification scheme based on smart contracts (ASSIST). The key idea is to introduce a new entity (a whistleblower) to periodically monitor the state of verification results recorded in the blockchain. This allows for timely notification of data corruption to users. ASSIST requires users to encrypt their data with a cryptographic primitive called message-locked encryption (MLE), which motivates different users to produce the same ciphertext for the same data and reduces storage costs for cloud servers. We also deploy a cryptographic reverse firewall between users’ devices and the external to rerandomize interactive messages, making the exfiltration impossible. We provide rigorous security proofs to demonstrate the security of ASSIST. The performance evaluation shows that ASSIST is efficient regarding computation and communication costs.","2327-4662","","10.1109/JIOT.2023.3285939","National Nature Science Foundation of China(grant numbers:62272091,62072215); Key-Area Research and Development Program of Guangdong Province(grant numbers:2020B0101360001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10153425","Backdoor;cloud storage systems;exfiltration resistance;public data integrity verification;smart contract","Data integrity;Smart contracts;Servers;Cloud computing;Security;Costs;Encryption","","10","","40","IEEE","14 Jun 2023","15 Aug.15, 2023","","IEEE","IEEE Journals"
"Fair Outsourcing Polynomial Computation Based on the Blockchain","Y. Guan; H. Zheng; J. Shao; R. Lu; G. Wei","School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, Zhejiang, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, Zhejiang, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, Zhejiang, China; Faculty of Computer Science, University of New Brunswick, Fredericton, NB, Canada; School of Electronic and Information Engineering, Hangzhou, Zhejiang, China",IEEE Transactions on Services Computing,"6 Oct 2022","2022","15","5","2795","2808","Due to the big data blowout from the Internet of Things and the rapid development of cloud computing, outsourcing computation has received considerable attention in recent years. Particularly, many outsourcing computation schemes have been proposed to dedicate the outsourcing polynomial computation due to its use in numerous fields, such as data analysis and machine learning. However, none of those schemes are practical enough, as they either require some time-consuming cryptographic operations to achieve fairness between the user and the worker, or cannot allow the user to outsource arbitrary polynomial to the worker, or need two non-collusive workers. To tackle these challenges, in this article, we propose a new outsourcing polynomial computation scheme by employing a variant of Horner’s method and the blockchain technology. Specifically, the former makes the computational cost on the worker side as low as possible, and the latter guarantees the fairness between the user and the worker if the result from the worker can be publicly verified. To achieve the public verifiability property, we apply the sampling technique, which is effective in our proposal according to a game-theoretic analysis. Furthermore, we also implement a prototype of our proposal and run it on an Ethereum test net. The extensive experimental results demonstrate that our proposal is efficient in terms of computational cost.","1939-1374","","10.1109/TSC.2021.3054772","Natural Science Foundation of Zhejiang Province(grant numbers:LZ18F020003); National Natural Science Foundation of China(grant numbers:U1709217); Natural Sciences and Engineering Research Council of Canada(grant numbers:04009,LMCRF-S-2020-03); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9336278","Outsourcing computation;polynomial computation;fairness;public verifiablility;blockchain;sampling technique;game theory","Blockchain;Outsourcing;Proposals;Task analysis;Computational modeling;Smart contracts;Cryptography","","22","","65","IEEE","26 Jan 2021","1 Sept.-Oct. 2022","","IEEE","IEEE Journals"
"Blockchain Empowered Differentially Private and Auditable Data Publishing in Industrial IoT","L. Xu; T. Bao; L. Zhu","School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China",IEEE Transactions on Industrial Informatics,"30 Jul 2021","2021","17","11","7659","7668","As more and more organizations deploy their sensing devices in the industrial Internet of Things network, it becomes increasingly important for the organizations to share data with others, so that the value of the data can be fully explored. However, individuals' privacy may be compromised because of data sharing. In this article, we study the differentially private data publishing problem, which aims at balancing between privacy and data utility. Specifically, two blockchain-based data publishing protocols are proposed. For histogram publishing, we propose a protocol where the Laplace noise added in the query result is verified by the blockchain. For anonymized data publishing, we propose a protocol, which can prevent the publisher and the recipient from lying about the utility of the published data. With the blockchain acting as a reliable intermediary between the publisher and the recipient, the proposed protocols can help to realize fair and auditable data sharing.","1941-0050","","10.1109/TII.2020.3045038","Natural Science Foundation of China(grant numbers:61871037); Natural Science Foundation of Beijing(grant numbers:M21035); Beijing Institute of Technology Research Fund Program for Young Scholars; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9294114","Blockchain;differential privacy;histogram publishing;transaction verification;verifiable shuffle","Publishing;Blockchain;Servers;Protocols;Sensors;Public key;Differential privacy","","12","","23","IEEE","15 Dec 2020","Nov. 2021","","IEEE","IEEE Journals"
"Revolutionizing Financial Fraud Detection in Healthcare Insurance Through Blockchain & AI-Driven Predictive Analysis","J. Mishra; S. Rai; B. Moharana; V. K. Singh; S. Dey; T. Sarkar","Department of Information Assurance and Cybersecurity, Capella University, Minneapolis, MN, USA; School of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India; School of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India; Amity School of Engineering and Technology, Amity University, Raipur, India; Electronics and Telecommunication Engineering, College of Engineering, Bhubaneswar, India; School of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India",2025 International Conference on Technology Enabled Economic Changes (InTech),"23 Oct 2025","2025","","","1516","1522","This research investigates the combined Usage of Blockchain Technology & Different approaches of Machine Learning Model with intention of countering the increase in coastal activities around health care claims processing. The ultimate objective is to secure the medical claims and also improvement of credibility to system that has to be capable of achieve better distribution to resources. This particular focus of the system is to track and obstruction dishonest behaviour in the insurance business, by using set policies along with ML algorithms, in conjunction with blockchain's unalterable and decentralized database. The system has further been enhanced through the use of Ganache as a private infrastructure based on Ethereum blockchain, and Pinata for data storage. These tools also enhance security measures on sensitive medical information on the blockchain. Simultaneously, advanced ML models analyse claims data looking for information that appears disproportionate to the norm which confirms the existence of fraud. It can be deduced from the use of these technologies that they are a real game changer act upon fight against Fraud in use of Health-care Insurance related service. It brings together a number of worlds ensuring the accuracy of data, fairness in the distribution of resources in the right direction, and limiting the level of financial losses for the insurers.","","979-8-3315-2099-1","10.1109/InTech64186.2025.11198190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11198190","Healthcare Fraud;Insurance Claims;Blockchain Technology;Machine Learning;Fraud Detection;Ethereum Blockchain;Secure Data Storage;Ganache;Pinata;Data Integrity;Resource Allocation;Healthcare Technology","Industries;Accuracy;Smart contracts;Insurance;Memory;Sea measurements;Medical services;Blockchains;Fraud;Security","","","","32","IEEE","23 Oct 2025","27-28 Feb. 2025","27-28 Feb. 2025","IEEE","IEEE Conferences"
