"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sitko, M.; Chao, Q.; Wang, J.; Perzynski, K.; Muszka, K.; Madej, L.","Sitko, M. (24472109800); Chao, Qi (55846150400); Wang, Jiangting (24281995100); Perzynski, Konrad Kamil (39863425000); Muszka, Krzysztof (14039344000); Madej, Lukasz (23103240000)","24472109800; 55846150400; 24281995100; 39863425000; 14039344000; 23103240000","A parallel version of the cellular automata static recrystallization model dedicated for high performance computing platforms – Development and verification","2020","Computational Materials Science","172","","109283","","","21","10.1016/j.commatsci.2019.109283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072581672&doi=10.1016%2Fj.commatsci.2019.109283&partnerID=40&md5=421df6a1bab511736993cd952cd0d42b","Development and verification of a parallel version of the micro-scale cellular automata (CA) static recrystallization (SRX) model is the main goal of the present research. Firstly, a framework of sequential CA-SRX model is presented. Then, crucial modifications are developed and introduced to the model to handle parallel execution. A particular attention is focused on the development of computational domain decomposition schemes and information gathering modules from the CA subdomains. The computational capabilities of the developed model are evaluated with the classical parallelization indicators, i.e., computational speedup and efficiency. Finally, the results from a parallel version of the CA-SRX code are validated against results from the sequential approach, to prove that the new model does not introduce any unphysical artefact. © 2019 Elsevier B.V.","Cellular automata; Fe30Ni alloy; MPI standard; Parallelization; Static recrystallization","Cellular automata; Domain decomposition methods; Iron alloys; Recrystallization (metallurgy); Computational capability; Computational domains; High performance computing; Information gathering; Parallel executions; Parallelizations; Sequential approach; Static recrystallization; Computational efficiency","Article","Final","","Scopus","2-s2.0-85072581672"
"Wang, J.; Li, J.; Zeng, C.; Qu, Q.; Wang, M.; Qi, W.; Su, R.; He, Z.","Wang, Jing (59067872500); Li, Jingyi (57214329194); Zeng, Chuan (57201385353); Qu, Qi (57194451014); Wang, Mengfan (55670171500); Qi, Wei (55584806685); Su, Rongxin (35249849000); He, Zhimin (55543477900)","59067872500; 57214329194; 57201385353; 57194451014; 55670171500; 55584806685; 35249849000; 55543477900","Sandwich-Like Sensor for the Highly Specific and Reproducible Detection of Rhodamine 6G on a Surface-Enhanced Raman Scattering Platform","2020","ACS Applied Materials and Interfaces","12","4","","4699","4706","52","10.1021/acsami.9b16773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078678113&doi=10.1021%2Facsami.9b16773&partnerID=40&md5=ad4002e733d5efbbf4e385adee5c800a","Nonspecificity and low reproducibility are always the main challenges in surface-enhanced Raman scattering (SERS) detection, especially for testing real samples. In this study, we developed a sandwich-like sensor (AuA-pMIP) to detect rhodamine 6G (R6G) by integrating a porous molecularly imprinted polymer (pMIP) with a well-ordered AuNP array (AuA). To form a uniformly distributed hot spot, AuA was fabricated at an oil-water interface and was subsequently fixed between pMIP and a support slide. Finite-difference time-domain simulation indicated that the enhanced electric field covered a distance of ∼2 μm above the AuA, in which the pMIP provided effective mass-transfer channels and sufficient specific binding sites for target molecules. High specificity for AuA-pMIP in R6G detection was demonstrated by comparing the SERS performance of R6G on AuA-pMIP with that of its structural analogues on the same sensor. Remarkably, the stable sandwich-like structure allowed us to achieve a recyclable SERS sensor with high reproducibility. Finally, AuA-pMIP displayed excellent specificity and sensitivity toward R6G in a test based on a real orange juice sample. This study presents a promising method to achieve real sample testing on a SERS platform. © © 2020 American Chemical Society.","AuNP array; molecularly imprinted polymer; real sample test; reproducibility; specificity; surface-enhanced Raman scattering (SERS)","Binding sites; Electric fields; Finite difference time domain method; Fruit juices; Mass transfer; Molecules; Raman scattering; Time domain analysis; AuNP array; Molecularly Imprinted Polymer; Real samples; Reproducibilities; specificity; Surface enhanced Raman Scattering (SERS); Surface scattering","Article","Final","","Scopus","2-s2.0-85078678113"
"Tan, X.; Chen, Q.; Zhu, H.; Zhu, S.; Gong, Y.; Wu, X.; Chen, Y.-C.; Li, X.; Li, M.W.-H.; Liu, W.; Fan, X.","Tan, Xiaotian (57194202001); Chen, Qiushu (55749827900); Zhu, Hongbo (56703869900); Zhu, Song (59885421500); Gong, Yuan (35100170500); Wu, Xiaoqin (57202826444); Chen, Y. C. (57189644716); Li, Xuzhou (57205355866); Li, Maxwell Wei Hao (57209535061); Liu, Wenyi (57209535327); Fan, Xudong Sherman (55507204000)","57194202001; 55749827900; 56703869900; 59885421500; 35100170500; 57202826444; 57189644716; 57205355866; 57209535061; 57209535327; 55507204000","Fast and Reproducible ELISA Laser Platform for Ultrasensitive Protein Quantification","2020","ACS Sensors","5","1","","110","117","49","10.1021/acssensors.9b01795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077651550&doi=10.1021%2Facssensors.9b01795&partnerID=40&md5=927aa127db2a5bb5058241b6fa50ed2e","Optofluidic lasers are currently of high interest for sensitive intracavity biochemical analysis. In comparison with conventional methods such as fluorescence and colorimetric detection, optofluidic lasers provide a method for amplifying small concentration differences in the gain medium, thus achieving high sensitivity. Here, we report the development of an on-chip ELISA (enzyme-linked immunosorbent assay) laser platform that is able to complete an assay in a short amount of time with small sample/reagent volumes, large dynamic range, and high sensitivity. The arrayed microscale reaction wells in the ELISA lasers can be microfabricated directly on dielectric mirrors, thus significantly improving the quality of the reaction wells and detection reproducibility. The details of the fabrication and characterization of those reaction wells on the mirror are described and the ELISA laser assay protocols are developed. Finally, we applied the ELISA laser to detecting IL-6, showing that a detection limit of about 0.1 pg/mL can be achieved in 1.5 h with 15 μL of sample/reagents per well. This work pushes the ELISA laser a step closer to solving problems in real-world biochemical analysis. © © 2019 American Chemical Society.","ELISA; Fabry-Perot cavity; immunoassay; interleukin-6; microfabrication; optofluidic laser","Fabry-Perot interferometers; Microfabrication; ELISA; Fabry-Perot cavity; immunoassay; Interleukin-6; Optofluidic; Laser mirrors; enzyme linked immunosorbent assay; genetic procedures; human; laser; procedures; Biosensing Techniques; Enzyme-Linked Immunosorbent Assay; Humans; Lasers","Article","Final","","Scopus","2-s2.0-85077651550"
"Elben, A.; Vermersch, B.; Bijnen, R.; Kokail, C.; Brydges, T.; Maier, C.; Joshi, M.K.; Blatt, R.; Roos, C.F.; Zoller, P.","Elben, Andreas (57194065308); Vermersch, Benoît (36555085600); Bijnen, R. M.W.Van (14014371200); Kokail, Christian (57190756530); Brydges, Tiff (57195609029); Maier, Christine (56117994300); Joshi, Manoj Kumar (57217544225); Blatt, Rainer (7004893102); Roos, Christian F. (59840623100); Zoller, Peter (7103338931)","57194065308; 36555085600; 14014371200; 57190756530; 57195609029; 56117994300; 57217544225; 7004893102; 59840623100; 7103338931","Cross-Platform Verification of Intermediate Scale Quantum Devices","2020","Physical Review Letters","124","1","010504","","","122","10.1103/PhysRevLett.124.010504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078304455&doi=10.1103%2FPhysRevLett.124.010504&partnerID=40&md5=97f55e5ba381c7c3b766ef5369ef81b2","We describe a protocol for cross-platform verification of quantum simulators and quantum computers. We show how to measure directly the overlap Tr[ρ1ρ2] and the purities Tr[ρ1,22], and thus a fidelity of two, possibly mixed, quantum states ρ1 and ρ2 prepared in separate experimental platforms. We require only local measurements in randomized product bases, which are communicated classically. As a proof of principle, we present the measurement of experiment-theory fidelities for entangled 10-qubit quantum states in a trapped ion quantum simulator. © 2020 American Physical Society.","","Quantum computers; Trapped ions; Cross-platform; Experimental platform; Local measurement; Proof of principles; Quantum device; Quantum simulators; Quantum state; Trapped ion; Quantum entanglement","Article","Final","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85078304455"
"Tian, Y.","Tian, Ye (57221765810)","57221765810","Semantic Sharing Mechanism of Heterogeneous Government Data Based on Blockchain; 区块链环境下的异构政府数据语义共享机制研究","2020","Journal of Library and Information Science in Agriculture","32","1","","12","22","1","10.13998/j.cnki.issn1002-1248.2019.10.19-1094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104415083&doi=10.13998%2Fj.cnki.issn1002-1248.2019.10.19-1094&partnerID=40&md5=4b7f4637cbeff9d00c3479f7c01215d1","[Purpose/Significance] This paper proposes a semantic chain sharing mechanism for heterogeneous government data based on blockchain, With regard to core issues such as data silos, ""dirty data"", uncertain data ownership, and lack of a trusted shared environment that arise during the open government data, and the key information involved in the sharing process is stored in the blockchain, and the whole network consensus mechanism ensures that the record can be traced and cannot be tampered, thus constructing a decentralized semantic data platform. [Method/Process] The use of distributed consensus mechanisms, chain structures and asymmetric encryption algorithms in blockchain combined with programmable smart contracts, through data semantic publishing, RDF management, search queries, blockchain interactions, entity disambiguation, etc. A series of processes, together with multi-source government data nodes, is to build a distributed semantic data transformation, fusion and reuse ecosystem with process monitoring. [Results/Conclusions] This study applies the blockchain technology to the semantic research of government data resources, which not only guarantees the semantic security of government data, but also solves the problem of semantic stagnation of blockchain. It is a relatively new research idea. © 2020 Agricultural Information Institute, Chinese Academy of Agricultural Sciences. All Rights Reserved.","blockchain; decentralization; linked data; open government data; smart contract","","Article","Final","","Scopus","2-s2.0-85104415083"
"Lyu, J.; Zhou, S.; Liu, H.; Zhao, X.","Lyu, Jieyin (57796685200); Zhou, Shouqin (56250569600); Liu, Hao (57211760629); Zhao, Xiangmo (14009134900)","57796685200; 56250569600; 57211760629; 14009134900","LEO IoT based big data management and analysis platform design for intermodal containers","2020","IOP Conference Series: Materials Science and Engineering","715","1","012029","","","1","10.1088/1757-899X/715/1/012029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078999169&doi=10.1088%2F1757-899X%2F715%2F1%2F012029&partnerID=40&md5=e07a0f6ea6e8edb016bfd9f9bedf844d","In view of the global information management requirements of intermodal containers, combined with the development status, this paper proposes an IoT model based on LEO satellites, and a big data management and analysis platform based on the model. This paper designs and analyses the scheme of the platform, and proposes a middleware approach to solve the problem of multi-source heterogeneous data access of containers intelligent terminals. Then, this paper designs business processes such as user and device registration, middleware registration, historical data access, and timely data access for the platform. The big data analysis and management platform has been prototyped and verified; the platform has the advantages of compatibility, openness and convenience. This study has certain value. © 2020 Published under licence by IOP Publishing Ltd.","","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85078999169"
"Jeon, S.; Kim, J.; Choi, T.; Song, J.","Jeon, Sookhyun (58875303200); Kim, Jaeeun (58962368200); Choi, Taeyoung (58962517200); Song, Jaeseung (55909120400)","58875303200; 58962368200; 58962517200; 55909120400","Requirements Analysis for Test and Verification Methodology of Smart City Data Hub as Data Sharing Platform","2020","Journal of Korean Institute of Communications and Information Sciences","45","5","","882","889","3","10.7840/kics.2020.45.5.882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189019877&doi=10.7840%2Fkics.2020.45.5.882&partnerID=40&md5=3fe32e1ea347398e43a9530ed184cff8","All smart city stakeholders such as service developers, users and operators should develope and provide a variety of attractive and valuable Smart City services for citizens in oder that Smart City services are granted as a key part of the 4th Industrial Revolution. Korean government is in the progress of National Strategic Smart City Project to resolve city problems such as traffic congestion, energy consumption and safety issues, and is developing Smart city data hub as data sharing platform which can provide various services using big data to revitalize the urban economy with innovative solutions. Smart City Data Hub store and manage the structured or unstructured data which are converted from various raw data in IoT platform and also provide various functions to share and utilize these gathered data in order to ensure interoperability among Smart City services. In this paper, we derive the various requirements for the test and verification method by analyzing similar cases in respect to smart city, and construct formal evaluation system to apply successfully to the urban areas by providing the reliability improvement. In addition, we propose the verification method such as the test target, test scope and development process of test specification and test equipment for Smart City Data Hub to improve the reliability and interoperability for the successful services through the analysis for the latest developed architecture and major functions. © 2020, Korean Institute of Communications and Information Sciences. All rights reserved.","Conformance Test; Data Sharing Platform; Interoperability Test; Smart City Data Hub; Standard","","Article","Final","","Scopus","2-s2.0-85189019877"
"Debnath, S.; Bhuyan, B.","Debnath, Somen (57201267018); Bhuyan, Bubu (57197775391)","57201267018; 57197775391","An Efficient Computation and Storage Outsourcing Process with Verification for Light Weight Devices","2020","Learning and Analytics in Intelligent Systems","12","","","94","103","0","10.1007/978-3-030-42363-6_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179868472&doi=10.1007%2F978-3-030-42363-6_11&partnerID=40&md5=4a6fa8148d6311787b6bbae7f34d9e58","The volume of data are increasing continuously due to daily transactions, social networks, data automation etc. Managing of large amount data locally is a big challenge and therefore, the people are planned to outsource the data in to third-party server which decrease the cost of storage and local maintenance. Recently, researchers are working hard to securely outsource the data into the cloud server. There is increasing the computation cost when secure access control defined from the data owner site to the third-party server. It will be more effective for the light weight devices also when the computation outsourced through third-party server like data outsourcing in the cloud. In this paper, we proposed a novel process for computation outsourcing into the third party server. Here, we basically worked on a bilinear pairing which is costly computation operation, mostly used in recent security purpose and outsourced those pairing computation into the cloud. © 2020, Springer Nature Switzerland AG.","Cloud storage; Computation outsource; Light-weight devices; Pairing operation; Security","Access control; Outsourcing; Public key cryptography; Cloud storages; Computation outsource; Efficient computation; Light weight; Light-weight device; Pairing operation; Security; Storage outsourcings; Third parties; Weight devices; Cloud storage","Conference paper","Final","","Scopus","2-s2.0-85179868472"
"Carlini, F.; Carlini, R.; Dalla Palma, S.D.; Pareschi, R.; Zappone, F.","Carlini, Federico (57258123000); Carlini, Roberto (57224695059); Dalla Palma, Stefano (57219763379); Pareschi, Remo (56147716700); Zappone, Federico (57219850097)","57258123000; 57224695059; 57219763379; 56147716700; 57219850097","The Genesy Model for a Blockchain-Based Fair Ecosystem of Genomic Data","2020","Frontiers in Blockchain","3","","483227","","","13","10.3389/fbloc.2020.483227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177884637&doi=10.3389%2Ffbloc.2020.483227&partnerID=40&md5=eec13c870d117241725595b597a63120","Recent advances in technology have drastically downsized costs and implementation times for genomic services. The wide availability of low-cost genomic technologies and easy access to genomic data can significantly improve healthcare productivity and efficiency, all to the benefit of social well-being in general. For example, by creating the conditions for researchers to identify the causes of multiple diseases and contributing to the development of new drugs, we can improve the quality of life and give people, as users of genomic services, the means to positively impact their health. This article describes how blockchain technology can lay the foundations of an ecosystem that encourages users to acquire and share their genomic data in full awareness without fear of being circumvented to participate in the benefits and advances in genomic research. The starting point is Genesy, an innovative blockchain platform that transcribes genomic data, thus facilitating and, at the same time safeguarding, the users of genomic services in their relationships with parties interested in accessing and using data they own, such as research centers, pharmaceutical companies, hospitals, and geneticists. This result is obtained by exploiting blockchain technology's capabilities to notarize data and prevent their unauthorized use, and at the same time to make them objects of possible transactions between different parties. Looking ahead, the Genesy model can be generalized to promote an ecosystem, and a fair market, for all types of biomedical data. © © 2020 Carlini, Carlini, Dalla Palma, Pareschi and Zappone.","blockchain; DNA; genomics; health care; sequencing","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85177884637"
"Lemieux, V.L.; Hofman, D.; Hamouda, H.; Batista, D.; Kaur, R.; Pan, W.; Costanzo, I.; Regier, D.; Pollard, S.; Weymann, D.; Fraser, R.","Lemieux, Victoria Louise (36182946400); Hofman, Darra L. (55894246000); Hamouda, Hoda Amal (57207570159); Batista, Danielle Alves (57211703556); Kaur, Ravneet (57220567729); Pan, Wen (57219732250); Costanzo, Ian (60199267700); Regier, Dean A. (57218216743); Pollard, Samantha (56702112400); Weymann, Deirdre (56646332300); Fraser, Rob (57219737693)","36182946400; 55894246000; 57207570159; 57211703556; 57220567729; 57219732250; 60199267700; 57218216743; 56702112400; 56646332300; 57219737693","Having Our “Omic” Cake and Eating It Too?: Evaluating User Response to Using Blockchain Technology for Private and Secure Health Data Management and Sharing","2020","Frontiers in Blockchain","3","","558705","","","14","10.3389/fbloc.2020.558705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177821116&doi=10.3389%2Ffbloc.2020.558705&partnerID=40&md5=3e32f4dbf700eeb828c610c707c47a0a","This paper reports on end users' perspectives on the use of a blockchain solution for private and secure individual “omics” health data management and sharing. This solution is one output of a multidisciplinary project investigating the social, data, and technical issues surrounding application of blockchain technology in the context of personalized healthcare research. The project studies potential ethical, legal, social, and cognitive constraints of self-sovereign healthcare data management and sharing, and whether such constraints can be addressed through careful design of a blockchain solution. © © 2021 Lemieux, Hofman, Hamouda, Batista, Kaur, Pan, Costanzo, Regier, Pollard, Weymann and Fraser.","blockchain technology; distributed ledger technology; privacy; self-sovereign identity; usability; usable security and privacy","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85177821116"
"","","","Research on Platform-based Connection between Government Data and Social Data: Model Construction and Case Verification; 政务数据与社会数据平台化对接研究-模型构建与案例验证的视角","2020","Information studies: Theory and Application","43","5","","74","79","3","10.16353/j.cnki.1000-7490.2020.05.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175818021&doi=10.16353%2Fj.cnki.1000-7490.2020.05.013&partnerID=40&md5=011af8a7b84b08499aeddf1bf82a81a1","The integration of government data and social data is the strategic fulcrum to improve national data governance capacity in the era of big data. Based on collaborative innovation theory and integrating value theory, this paper constructed a "" subject-object-carrier"" and ""problem and target oriented"" ""three bodies and two directions"" analytical model from the collaborative domain and value domain. Three types of mechanisms for government data and social data platform docking are summarized. Based on this model, this paper mapped and analyzed the mechanisms and patterns of three typical cases in China, pointed out the characteristics and weakness of the practices. The paper has implications to further theoretical research and practical innovation. © 2020 Information studies: Theory and Application. All rights reserved.","analysis model; collaborative innovation; government data; platform docking; social data","","Article","Final","","Scopus","2-s2.0-85175818021"
"Mao, X.; Zhang, P.","Mao, Xiangjie (57219182816); Zhang, Pin (35723328000)","57219182816; 35723328000","Hybrid Verification Scheme for Data Integrity of Cloud Platform","2020","Jisuanji Gongcheng/Computer Engineering","46","10","","46","51","3","10.19678/j.issn.1000-3428.0056404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163037914&doi=10.19678%2Fj.issn.1000-3428.0056404&partnerID=40&md5=ea3a3ccfbcea72ff56b019cdacc781df","Most of existing verification schemes for cloud data integrity use a single verification method, but the diversity of user data makes it difficult to meet all user requirements. To solve the problem, this paper proposes a hybrid verification scheme for cloud data integrity. The scheme adopts different audit methods for dynamic data and static data, using BLS signature for efficient static verification and Large Branching Tree(LBT) for dynamic verification, so as to meet different kinds of data integrity verification requirements. Performance analysis and experimental results show that the proposed scheme can reduce the overall computational overhead and communication cost of the system, and improve the verification efficiency. © 2020, All rights reserved.","BLS signature; Cloud data; Data integrity; Dynamic verification; Large Branching Tree(LBT)","","Article","Final","","Scopus","2-s2.0-85163037914"
"Zhu, X.-J.; Li, C.-H.","Zhu, Xiaojun (57869500100); Li, Caihong (57869500200)","57869500100; 57869500200","Design of distributed storage system of digital media information based on Metadata","2020","International Conference on Mobile Multimedia Communications (MobiMedia)","2020-August","","","","","0","10.4108/eai.27-8-2020.2294612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137096267&doi=10.4108%2Feai.27-8-2020.2294612&partnerID=40&md5=d2640d00830ae2c89fba91033845a2a9","In view of the poor load balancing performance of traditional distributed storage system of digital media information, a distributed storage system of digital media information based on metadata is designed. The hardware configuration of the system is server module and content distribution module. The server module is mainly composed of database server, data acquisition device server, SCADA server and routing table server. The content distribution module is mainly composed of multiple content distributors. The software of the system consists of central node module, task scheduling module, network module and client module. Through the combination of hardware and software, the distributed storage of digital media information is realized. In order to prove that the load balancing performance of the system is better, the traditional system is compared with the system. The experimental results show that the load balancing performance of the system is better than the traditional system. © © 2020 EAI.","Digital media information; Distributed storage system; Load balancing performance; Metadata","Data acquisition; Metadata; Multiprocessing systems; Content distribution; Data-base servers; Digital medium information; Distributed storage system; Distribution module; Hardware configurations; Load balancing performance; Load-Balancing; Performance; Traditional systems; Digital storage","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85137096267"
"Shao, B.; Shan, Z.; Wang, Y.","Shao, Bo (57205734354); Shan, Zhen (58892226500); Wang, Yi (58891994000)","57205734354; 58892226500; 58891994000","Construction of Smart Libraries in a New Generation Service Platform: Business Reengineering and Data Management","2020","Journal of Library Science in China","46","2","","27","37","7","10.13530/j.cnki.jlis.2020013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127896713&doi=10.13530%2Fj.cnki.jlis.2020013&partnerID=40&md5=32ef5692c3fb8cfd1577a438f4fa9b23","The new-generation library service platform is the core of the construction of smart libraries and the key to the transformation of library It solves many problems that have puzzled the library for a long time For example, it realizes the unified management of paper resources, electronic resources and digital resources through the central knowledge base, and integrates various metadata formats and discovery systems In addition, it integrates many open and fused services, dynamically monitors users big data, and provides real-time data analysis and resource recommendation. However, these problems are not the whole concern of the library The supporting business process system has not yet been established In the case of many and miscellaneous data, the library also needs to explore a new data management mode This paper is to discuss these two problems. Benefited from the development of the new platform, the collection and editing business of the library can be fully networked, which saves a lot of time, greatly improves the efficiency of the second duplicate check, and the acquisition platform also becomes the intermediary for the library to contact publishers and booksellers The data management mode has changed from “just in case” to “just in time” The service mode is more active and intelligent, and new service forms such as robot service, intelligent recommendation and indoor navigation have emerged The staff of the library should also be reconfigured according to the needs of the business, the department-centered working mode is gradually changing to the process-centered working mode. In the new era, many libraries have set up big data management institutions, or set up sensors in the library space, in order to get the data of users These data are disordered without processing, so the library should strengthen the data management, analysis and monitoring from the perspective of technology For instance, libraries can build user profiles through big data analysis and mine deep-seated high-value information to provide embedded services Open data is used to connect the upper, middle and lower reaches of the library ecological chain, so as to make the academic service system complete and unified. To achieve business optimization and data management is not easy. We need more professional librarians and stronger alliance support The new generation of librarians are smart librarians Their core business ability is no longer borrowing and consulting in the past, but how to use intelligent technology to develop knowledge services and humanistic care for users that machines still can not achieve. The digital library alliance is changing to the intelligent library alliance The trend of decentralization is obvious, and the connotation of the alliance is richer This is a good news for the small and medium-sized alliance Members of the alliance will use a sharing platform in the cloud environment, and the power of resources and services will be more balanced Of course, all of these can only be realized under the support of intelligent technology. In general,on the basis of the new generation library service platform, the acquisition, cataloguing, data management, service and other businesses of the library must be optimized accordingly, and data management is the top priority Only by doing these things well can libraries be truly user-centered and smart In order to realize smart library, librarians and library alliance should make efforts to ensure the sustainable development of library 3 figs 29 refs. © 2020, Editorial Office of Journal of Library Science in China. All rights reserved.","Business reengineering; Data services; Librarian; Library alliance; Smart library","","Article","Final","","Scopus","2-s2.0-85127896713"
"Ladurner, C.; Ortner, C.; Lach, K.; Ebner, M.; Haas, M.; Ebner, M.; Ganguly, R.; Schön, S.","Ladurner, Christoph (57357442300); Ortner, Christian (57219338210); Lach, Karin (54880731400); Ebner, Martin (9638772000); Haas, Maria (57217301255); Ebner, Markus (56903912500); Ganguly, Von Raman (56702193000); Schön, Sandra (42862239000)","57357442300; 57219338210; 54880731400; 9638772000; 57217301255; 56903912500; 56702193000; 42862239000","Development and implementation of a plug-in and APIs for Open Educational Resources (OER): Developments of the initiative ""Open Education Austria Advanced"" for the linking of LMS and OER repository of a university as well as the metadata transfer to the Austria-wide OER specialist portal; Entwicklung und Implementierung eines Plug-Ins und von APIs für offene Bildungsressourcen (OER)","2020","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","P-307","","","453","465","0","10.18420/inf2020_42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127355054&doi=10.18420%2Finf2020_42&partnerID=40&md5=1f8deeab3ef26b3a5a88bc412e5af562","[No abstract available]","LOM; Metadaten; Open Educational Resources (OER); Repositorium","","Conference paper","Final","","Scopus","2-s2.0-85127355054"
"Ahmed, E.A.; Alnaqbi, J.A.; Rahman, P.; Metwally, W.A.","Ahmed, Eslain A. (57288817900); Alnaqbi, Jwaher A. (57220744664); Rahman, Priyonta (57315820700); Metwally, Walid A. (6603572179)","57288817900; 57220744664; 57315820700; 6603572179","Design and experimental verification of a gamma radiogauge to detect water level in Ballast tanks in oil platforms","2020","Transactions of the American Nuclear Society","123","1","","71","73","1","10.13182/T123-32941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118195310&doi=10.13182%2FT123-32941&partnerID=40&md5=b742947f84cd381bac97193a7c36a0b7","[No abstract available]","","","Conference paper","Final","","Scopus","2-s2.0-85118195310"
"Shi, Y.; Han, M.; Liu, G.","Shi, Yanhui (58851917800); Han, Muzhe (58852563200); Liu, Guifeng (58851108300)","58851917800; 58852563200; 58851108300","Research on Scientific Data Curation Model of Institutional Knowledge Repository Integrated with Block Chain Technology; 融合区块链技术的机构知识库科学数据监护模型研究","2020","Journal of Modern Information","40","1","","101","109","3","10.3969/j.issn.1008-0821.2020.01.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117311487&doi=10.3969%2Fj.issn.1008-0821.2020.01.011&partnerID=40&md5=9fa55d249f606e73cc2a6444b8c48a90","Building a data curation platform that can be used and saved for a long time is the core link and key of scientific research data curation service. Aiming at scientific data curation platform of institutional repository data standardization, dependability, security and privacy problem, using the block chain technology, such as security, justice and decentralized features, put forward chain technology into blocks of institutional repository of scientific data curation model. This model can realize the basic function of scientific data curation of institutional knowledge base, ensure the security of data storage, and improve the efficiency and utilization rate of scientific data sharing and intellectual property protection. © 2020 Editorial Board of Journal of Modern Information. All rights reserved.","block chain; data curation; data management; institutional knowledge repository; scientific data","","Article","Final","","Scopus","2-s2.0-85117311487"
"Zhang, P.; Downs, C.; Le, N.T.U.; Martin, C.; Shoemaker, P.; Wittwer, C.; Mills, L.; Kelly, L.; Lackey, S.; Schmidt, D.C.; White, J.","Zhang, Peng (56739586000); Downs, Chris (58722388200); Le, Nguyen Thanh Uyen (58723453100); Martin, Cory (58722923100); Shoemaker, Paul (58723186900); Wittwer, Clay (58722388300); Mills, Luke (58723715900); Kelly, Liam (58723978800); Lackey, Stuart (58722388400); Schmidt, Douglas C. (57203331566); White, Jules (55492761300)","56739586000; 58722388200; 58723453100; 58722923100; 58723186900; 58722388300; 58723715900; 58723978800; 58722388400; 57203331566; 55492761300","Toward Patient-Centered Stewardship of Research Data and Research Participant Recruitment With Blockchain Technology","2020","Frontiers in Blockchain","3","","32","","","6","10.3389/fbloc.2020.00032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112868869&doi=10.3389%2Ffbloc.2020.00032&partnerID=40&md5=65faebc1a817290b49c586ff95a9ad29","Significant effort is required to recruit and validate patients for research studies. Researchers are typically limited to patients that they have a physical touchpoint with (e.g., patients at VUMC). This physical access limitation reduces the research attention that patients with rare diseases with little geographic concentration and patients with disadvantaged background in rural areas receive. This paper explores the use of mobile computing and blockchain technology to provide validation of research studies and their data usage, advertisement of research studies, collection of research data, and sharing of data across studies. The paper presents key challenges of using blockchains and mobile computing to solve these issues, competing architectural approaches, and the benefits/trade-offs of each approach. © © 2020 Zhang, Downs, Le, Martin, Shoemaker, Wittwer, Mills, Kelly, Lackey, Schmidt and White.","blockchain; data; data sharing; distributed ledger technology; interoperability; patient-centered; research studies","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85112868869"
